band;album;song;aggregated_word;source;word;count
Sham 69;To the Ends of the Earth;No Means No, Pt. 2;other;static;piss;1
Sham 69;To the Ends of the Earth;No Means No, Pt. 2;shit;static;shit;7
Sham 69;To the Ends of the Earth;Oi You;fuck;llm;fuck;1
Sham 69;To the Ends of the Earth;Oi You;shit;llm;shit;1
Sham 69;To the Ends of the Earth;Plastic Lives;asshole;static;ass;8
Sham 69;To the Ends of the Earth;Plastic Lives;damn;static;hell;1
Sham 69;To the Ends of the Earth;Plastic Lives;fuck;llm;fuck;1
Sham 69;To the Ends of the Earth;Plastic Lives;shit;llm;shit;1
Sham 69;To the Ends of the Earth;Psycle of Life;asshole;static;dick;1
Sham 69;To the Ends of the Earth;Psycle of Life;bitch;static;bitch;1
Sham 69;To the Ends of the Earth;Psycle of Life;damn;static;hell;8
Sham 69;To the Ends of the Earth;Psycle of Life;fuck;static;fuck;4
Sham 69;To the Ends of the Earth;Psycle of Life;other;static;piss;1
Sham 69;To the Ends of the Earth;Psycle of Life;shit;static;shit;6
Sham 69;To the Ends of the Earth;Raise Your Voice;asshole;static;ass;26
Sham 69;To the Ends of the Earth;Raise Your Voice;bastard;static;bastard;3
Sham 69;To the Ends of the Earth;Raise Your Voice;bitch;static;bitch;1
Sham 69;To the Ends of the Earth;Raise Your Voice;damn;static;damn;5
Sham 69;To the Ends of the Earth;Raise Your Voice;fuck;static;fuck;3
Sham 69;To the Ends of the Earth;Raise Your Voice;other;static;piss;1
Sham 69;To the Ends of the Earth;Reach for the Sky;asshole;static;ass;8
Sham 69;To the Ends of the Earth;Reach for the Sky;damn;static;hell;1
Sham 69;To the Ends of the Earth;War of the Words;asshole;static;ass;45
Sham 69;To the Ends of the Earth;War of the Words;bastard;static;debil;2
Sham 69;To the Ends of the Earth;War of the Words;damn;static;damn;6
Sham 69;To the Ends of the Earth;War of the Words;shit;static;crap;1
Sham 69;Volunteer;As Black as Sheep;asshole;static;ass;26
Sham 69;Volunteer;As Black as Sheep;bastard;static;bastard;3
Sham 69;Volunteer;As Black as Sheep;bitch;static;bitch;1
Sham 69;Volunteer;As Black as Sheep;damn;static;damn;5
Sham 69;Volunteer;As Black as Sheep;fuck;static;fuck;4
Sham 69;Volunteer;As Black as Sheep;other;static;piss;1
Sham 69;Volunteer;As Black as Sheep;shit;llm;shit;1
Sham 69;Volunteer;Bastard Club;asshole;static;ass;26
Sham 69;Volunteer;Bastard Club;bastard;static;bastard;3
Sham 69;Volunteer;Bastard Club;bitch;static;bitch;1
Sham 69;Volunteer;Bastard Club;damn;static;damn;5
Sham 69;Volunteer;Bastard Club;fuck;static;fuck;3
Sham 69;Volunteer;Bastard Club;other;static;piss;1
Sham 69;Volunteer;How the West Was Won;asshole;static;ass;45
Sham 69;Volunteer;How the West Was Won;bastard;static;debil;2
Sham 69;Volunteer;How the West Was Won;damn;static;damn;5
Sham 69;Volunteer;How the West Was Won;fuck;llm;fuck;1
Sham 69;Volunteer;How the West Was Won;shit;static;crap;1
Sham 69;Volunteer;Mr Know It All;asshole;static;dick;4
Sham 69;Volunteer;Mr Know It All;bitch;static;bitch;3
Sham 69;Volunteer;Mr Know It All;damn;static;damn;1
Sham 69;Volunteer;Mr Know It All;fuck;static;fuck;4
Sham 69;Volunteer;Mr Know It All;shit;static;shit;1
Sham 69;Volunteer;Outside the Warehouse;asshole;static;ass;20
Sham 69;Volunteer;Outside the Warehouse;fuck;llm;fuck;1
Sham 69;Volunteer;Outside the Warehouse;shit;llm;shit;1
Sham 69;Volunteer;Rip and Tear;asshole;static;ass;1
Sham 69;Volunteer;Rip and Tear;damn;static;damn;3
Sham 69;Volunteer;Rip and Tear;fuck;static;fuck;4
Sham 69;Volunteer;That Was the Day;violence;llm;bloody;1
Sham 69;Volunteer;Wicked Tease;asshole;static;ass;40
Sham 69;Volunteer;Wicked Tease;shit;static;sra;1
Sham 69;Western Culture;Give Me a Minute;asshole;static;ass;2
Sham 69;Western Culture;Give Me a Minute;damn;static;hell;1
Sham 69;Western Culture;Here Come the Lies;asshole;static;dick;45
Sham 69;Western Culture;Here Come the Lies;bitch;static;bitch;2
Sham 69;Western Culture;Here Come the Lies;damn;static;hell;10
Sham 69;Western Culture;Here Come the Lies;fuck;static;fuck;4
Sham 69;Western Culture;Here Come the Lies;other;static;piss;1
Sham 69;Western Culture;Here Come the Lies;shit;static;shit;6
Sham 69;Western Culture;I Don’t Believe a Word;asshole;static;dick;1
Sham 69;Western Culture;I Don’t Believe a Word;bitch;static;bitch;1
Sham 69;Western Culture;I Don’t Believe a Word;damn;static;hell;10
Sham 69;Western Culture;I Don’t Believe a Word;fuck;static;fuck;4
Sham 69;Western Culture;I Don’t Believe a Word;other;static;piss;1
Sham 69;Western Culture;I Don’t Believe a Word;shit;static;shit;6
Sham 69;Western Culture;I Want Glory;asshole;static;ass;197
Sham 69;Western Culture;I Want Glory;bastard;llm;bastard;1
Sham 69;Western Culture;I Want Glory;bitch;llm;bitch;1
Sham 69;Western Culture;I Want Glory;damn;static;hell;5
Sham 69;Western Culture;I Want Glory;fuck;llm;fuck;1
Sham 69;Western Culture;I Want Glory;shit;static;crap;3
Sham 69;Western Culture;New York City;asshole;static;ass;42
Sham 69;Western Culture;New York City;damn;static;hell;1
Sham 69;Western Culture;No Apologies;asshole;static;ass;188
Sham 69;Western Culture;No Apologies;damn;static;hell;1
Sham 69;Western Culture;No Apologies;shit;static;crap;1
Sham 69;Western Culture;Western Culture;asshole;static;dick;1
Sham 69;Western Culture;Western Culture;bitch;static;bitch;1
Sham 69;Western Culture;Western Culture;damn;static;hell;8
Sham 69;Western Culture;Western Culture;fuck;static;fuck;4
Sham 69;Western Culture;Western Culture;other;static;piss;1
Sham 69;Western Culture;Western Culture;shit;static;shit;5
Sham 69;Who Killed Joe Public;Hall of Fame;damn;static;hell;5
Sham 69;Who Killed Joe Public;Little Lady;hate_conflict;llm;worthless;1
Sham 69;Who Killed Joe Public;Little Lady;idiot;llm;idiot;1
Sham 69;Who Killed Joe Public;Shout;damn;static;damn;8
Sham 69;Who Killed Joe Public;Shout;shit;static;shit;2
Sham 69;Who Killed Joe Public;Skin and Bone;asshole;static;ass;40
Sham 69;Who Killed Joe Public;Skin and Bone;shit;static;sra;1
Sham 69;Who Killed Joe Public;The Last Gang in London;asshole;static;ass;16
Sham 69;Who Killed Joe Public;The Last Gang in London;bitch;static;bitch;9
Sham 69;Who Killed Joe Public;The Last Gang in London;damn;static;hell;3
Sham 69;Who Killed Joe Public;The Last Gang in London;fuck;llm;fuck;1
Sham 69;Who Killed Joe Public;The Last Gang in London;shit;llm;shit;1
Sham 69;Who Killed Joe Public;The Public Enemy;asshole;static;ass;2
Sham 69;Who Killed Joe Public;The Public Enemy;shit;static;shit;1
Sham 69;Who Killed Joe Public;The Verdict Is Vengeance;asshole;static;ass;101
Sham 69;Who Killed Joe Public;The Verdict Is Vengeance;damn;static;hell;2
Sham 69;Who Killed Joe Public;The Verdict Is Vengeance;shit;static;shit;1
Sham 69;Who Killed Joe Public;Then There Were None;asshole;static;ass;14
Sham 69;Who Killed Joe Public;What You Gonna Do;bitch;llm;bitch;1
Sham 69;Who Killed Joe Public;Who Killed Public Joe;asshole;static;ass;188
Sham 69;Who Killed Joe Public;Who Killed Public Joe;damn;static;hell;4
Sham 69;Who Killed Joe Public;Who Killed Public Joe;fuck;llm;fuck;1
Sham 69;Who Killed Joe Public;Who Killed Public Joe;shit;static;crap;2
Siouxsie and the Banshees;A Kiss in the Dreamhouse;Circle;damn;static;hell;2
Siouxsie and the Banshees;A Kiss in the Dreamhouse;Obsession;asshole;static;pic;1
Siouxsie and the Banshees;A Kiss in the Dreamhouse;Obsession;damn;static;hell;2
Siouxsie and the Banshees;A Kiss in the Dreamhouse;Slowdive;religious;llm;god;1
Siouxsie and the Banshees;Hyæna;Bring Me the Head of the Preacher Man;asshole;static;pic;1
Siouxsie and the Banshees;Hyæna;Swimming Horses;asshole;static;ass;1
Siouxsie and the Banshees;Hyæna;Swimming Horses;damn;static;hell;1
Siouxsie and the Banshees;Hyæna;Take Me Back;asshole;static;pic;1
Siouxsie and the Banshees;Join Hands;Playground Twist;asshole;static;ass;1
Siouxsie and the Banshees;Join Hands;Premature Burial;asshole;static;ass;1
Siouxsie and the Banshees;Join Hands;Premature Burial;violence;llm;bloody;1
Siouxsie and the Banshees;Join Hands;The Lord’s Prayer;fuck;static;fuck;2
Siouxsie and the Banshees;Juju;Monitor;asshole;static;ass;4
Siouxsie and the Banshees;Juju;Night Shift;damn;static;hell;2
Siouxsie and the Banshees;Juju;Night Shift;fuck;static;fuck;5
Siouxsie and the Banshees;Kaleidoscope;Desert Kisses;other;static;piss;1
Siouxsie and the Banshees;Kaleidoscope;Happy House;damn;static;hell;1
Siouxsie and the Banshees;Kaleidoscope;Hybrid;damn;static;hell;1
Siouxsie and the Banshees;Kaleidoscope;Red Light;asshole;static;pic;1
Siouxsie and the Banshees;Kaleidoscope;Red Light;bitch;llm;whore;1
Siouxsie and the Banshees;Kaleidoscope;Skin;bitch;static;bitch;2
Siouxsie and the Banshees;Peepshow;Scarecrow;fuck;llm;fuck;1
Siouxsie and the Banshees;Peepshow;Scarecrow;shit;llm;shit;1
Siouxsie and the Banshees;Peepshow;The Killing Jar;asshole;static;ass;2
Siouxsie and the Banshees;Superstition;Fear (of the Unknown);asshole;static;pic;1
Siouxsie and the Banshees;Superstition;The Ghost in You;asshole;static;ass;2
Siouxsie and the Banshees;The Rapture;Falling Down;damn;static;hell;1
Siouxsie and the Banshees;The Rapture;Forever;asshole;static;ass;1
Siouxsie and the Banshees;The Rapture;Love Out Me;asshole;static;ass;1
Siouxsie and the Banshees;The Rapture;The Double Life;asshole;static;pic;1
Siouxsie and the Banshees;The Rapture;The Lonely One;asshole;static;ass;1
Siouxsie and the Banshees;The Rapture;The Rapture;asshole;static;ass;1
Siouxsie and the Banshees;The Scream;Carcass;asshole;static;ass;21
Siouxsie and the Banshees;The Scream;Helter Skelter;fuck;static;fuck;2
Siouxsie and the Banshees;The Scream;Metal Postcard (Mittageisen);asshole;static;ass;1
Siouxsie and the Banshees;Through the Looking Glass;Gun;asshole;static;pic;1
Siouxsie and the Banshees;Through the Looking Glass;Gun;fuck;llm;fuck;1
Siouxsie and the Banshees;Through the Looking Glass;Hall of Mirrors;asshole;static;ass;12
Siouxsie and the Banshees;Through the Looking Glass;The Passenger;asshole;static;ass;11
Siouxsie and the Banshees;Tinderbox;92°;asshole;static;ass;2
Siouxsie and the Banshees;Tinderbox;Party’s Fall;asshole;static;ass;1
Siouxsie and the Banshees;Tinderbox;This Unrest;asshole;static;pic;1
Sleater‐Kinney;All Hands on the Bad One;#1 Must Have;damn;static;hell;1
Sleater‐Kinney;All Hands on the Bad One;Male Model;asshole;static;ass;3
Sleater‐Kinney;All Hands on the Bad One;Milkshake n' Honey;asshole;static;pic;1
Sleater‐Kinney;All Hands on the Bad One;Pompeii;damn;static;hell;1
Sleater‐Kinney;Call the Doctor;Hubcap;asshole;static;ass;1
Sleater‐Kinney;Call the Doctor;I Wanna Be Your Joey Ramone;asshole;static;pic;2
Sleater‐Kinney;Call the Doctor;Little Mouth;damn;static;damn;4
Sleater‐Kinney;Call the Doctor;My Stuff;asshole;static;ass;2
Sleater‐Kinney;Dig Me In: A Dig Me Out Covers Album;Words and Guitar;fuck;llm;fuck;1
Sleater‐Kinney;Little Rope;Hell;damn;static;hell;12
Sleater‐Kinney;Little Rope;Small Finds;damn;static;hell;1
Sleater‐Kinney;Little Rope;Untidy Creature;asshole;static;pic;1
Sleater‐Kinney;No Cities to Love;Fangless;asshole;static;ass;2
Sleater‐Kinney;No Cities to Love;Heavy (When I Need It);asshole;static;ass;15
Sleater‐Kinney;No Cities to Love;Heavy (When I Need It);damn;static;hell;4
Sleater‐Kinney;No Cities to Love;Heavy (When I Need It);fuck;static;fuck;1
Sleater‐Kinney;No Cities to Love;Heavy (When I Need It);shit;static;crap;1
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;asshole;static;ass;13
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;bastard;llm;bastard;1
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;bitch;static;bitch;24
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;damn;static;hell;17
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;fuck;static;fuck;12
Sleater‐Kinney;No Cities to Love;Heavy When I Need It;shit;static;shit;24
Sleater‐Kinney;No Cities to Love;Price Tag;asshole;static;pic;1
Sleater‐Kinney;No Cities to Love;The Fog and Filthy Air;asshole;static;ass;43
Sleater‐Kinney;No Cities to Love;The Fog and Filthy Air;damn;static;hell;13
Sleater‐Kinney;No Cities to Love;The Fog and Filthy Air;fuck;llm;fuck;1
Sleater‐Kinney;No Cities to Love;The Fog and Filthy Air;shit;static;crap;2
Sleater‐Kinney;One Beat;Hollywood Ending;damn;static;hell;1
Sleater‐Kinney;One Beat;Light Rail Coyote;asshole;static;ass;2
Sleater‐Kinney;One Beat;Lions and Tigers;asshole;static;ass;1
Sleater‐Kinney;One Beat;Prisstina;asshole;static;ass;9
Sleater‐Kinney;One Beat;Step Aside;asshole;static;ass;1
Sleater‐Kinney;Path of Wellness;High in the Grass;asshole;static;ass;1
Sleater‐Kinney;Path of Wellness;Method;fuck;static;fuck;3
Sleater‐Kinney;Path of Wellness;Worry With You;asshole;static;pic;1
Sleater‐Kinney;Path of Wellness;Worry With You;fuck;static;fuck;3
Sleater‐Kinney;Sleater-Kinney;A Real Man;asshole;static;ass;1
Sleater‐Kinney;Sleater-Kinney;How to Play Dead;asshole;static;dick;1
Sleater‐Kinney;Sleater-Kinney;How to Play Dead;fuck;llm;fuck;1
Sleater‐Kinney;Sleater-Kinney;Sold Out;asshole;static;dick;1
Sleater‐Kinney;Sleater-Kinney;Sold Out;fuck;static;fuck;2
Sleater‐Kinney;The Center Won’t Hold;Hurry On Home;fuck;static;fuck;2
Sleater‐Kinney;The Center Won’t Hold;LOVE;fuck;static;fuck;2
Sleater‐Kinney;The Center Won’t Hold;Restless;fuck;static;fuck;2
Sleater‐Kinney;The Center Won’t Hold;The Future Is Here;damn;static;damn;2
Sleater‐Kinney;The Hot Rock;Burn, Don’t Freeze;damn;static;hell;1
Sleater‐Kinney;The Hot Rock;One Song for You;asshole;static;ass;1
Sleater‐Kinney;The Woods;Entertain;fuck;static;fuck;2
Sleater‐Kinney;The Woods;Let’s Call It Love;fuck;static;fuck;3
Sleater‐Kinney;The Woods;Modern Girl;asshole;static;pic;9
Sleater‐Kinney;The Woods;Rollercoaster;asshole;static;pic;1
Sleater‐Kinney;The Woods;Steep Air;asshole;static;ass;1
Sleater‐Kinney;The Woods;The Fox;asshole;static;ass;1
Sleater‐Kinney;The Woods;What’s Mine Is Yours;asshole;static;ass;1
Sleater‐Kinney;The Woods;Wilderness;damn;static;hell;2
Snuff;5-4-3-2-1… Perhaps?;All Good Things;damn;static;damn;2
Snuff;5-4-3-2-1… Perhaps?;All Good Things;shit;static;shit;1
Snuff;5-4-3-2-1… Perhaps?;Bones for Company;asshole;static;ass;5
Snuff;5-4-3-2-1… Perhaps?;Bones for Company;damn;llm;damn;1
Snuff;5-4-3-2-1… Perhaps?;EFL;asshole;static;ass;3
Snuff;5-4-3-2-1… Perhaps?;EFL (acoustic version);asshole;static;dick;2
Snuff;5-4-3-2-1… Perhaps?;EFL (acoustic version);damn;static;hell;2
Snuff;5-4-3-2-1… Perhaps?;EFL (acoustic version);fuck;static;fuck;1
Snuff;5-4-3-2-1… Perhaps?;From Underneath the Ice;shit;static;shit;2
Snuff;5-4-3-2-1… Perhaps?;I Blame the Parents;asshole;static;pic;2
Snuff;5-4-3-2-1… Perhaps?;I Blame the Parents;fuck;static;fuck;2
Snuff;5-4-3-2-1… Perhaps?;I Blame the Parents;shit;static;shit;2
Snuff;5-4-3-2-1… Perhaps?;In the Stocks;damn;static;damn;4
Snuff;5-4-3-2-1… Perhaps?;In the Stocks;fuck;llm;fuck;1
Snuff;5-4-3-2-1… Perhaps?;In the Stocks;other;static;piss;1
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;asshole;static;dick;4
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;bitch;static;bitch;6
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;damn;llm;damn;1
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;fuck;static;fuck;2
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;other;static;piss;1
Snuff;5-4-3-2-1… Perhaps?;Mary Poppins;shit;static;shit;5
Snuff;5-4-3-2-1… Perhaps?;Rat Run;bitch;static;bitch;2
Snuff;5-4-3-2-1… Perhaps?;Rat Run;fuck;static;fuck;2
Snuff;5-4-3-2-1… Perhaps?;Rat Run;shit;static;shit;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;All You Need;asshole;static;pic;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;All You Need;damn;static;hell;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Bob’s Song;asshole;static;pic;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Bob’s Song;fuck;static;fuck;3
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;EFL Vs Concrete;asshole;static;ass;3
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;EFL Vs Concrete;other;llm;git;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Gyoza;fuck;static;fuck;4
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Lemon Curd;shit;static;shit;2
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;One of Those Days;asshole;llm;arse;1
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Take Me Home;other;static;piss;3
Snuff;Come and Have a Go If You Think You’re Rachmaninoff;Take Me Home;shit;static;crap;2
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Bing Bong;shit;llm;shit;1
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Green Glass Chippings;asshole;static;ass;4
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Green Glass Chippings;fuck;static;fuck;2
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Green Glass Chippings;other;static;piss;1
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Lemon Curd;shit;static;shit;2
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Looks Alright From Here;asshole;static;ass;1
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Looks Alright From Here;fuck;static;fuck;5
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Looks Alright From Here;other;llm;bollocks;1
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;One of Those Days;asshole;llm;arse;1
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Small F;fuck;static;fuck;5
Snuff;Crepuscolo dorato della bruschetta borsetta calzetta cacchetta trombetta lambretta giallo ossido, ooooooh così magnifico!;Small F;other;llm;bollocks;1
Snuff;Demmamussabebonk;B;asshole;llm;asshole;1
Snuff;Demmamussabebonk;B;bastard;llm;bastard;1
Snuff;Demmamussabebonk;B;bitch;llm;bitch;1
Snuff;Demmamussabebonk;B;damn;llm;damn;1
Snuff;Demmamussabebonk;B;fuck;llm;fuck;1
Snuff;Demmamussabebonk;B;shit;llm;shit;1
Snuff;Demmamussabebonk;Cricklewood;other;static;piss;2
Snuff;Demmamussabebonk;Dicky Trois;shit;static;shit;5
Snuff;Demmamussabebonk;Martin;fuck;static;fuck;3
Snuff;Demmamussabebonk;Martin;shit;llm;shit;1
Snuff;Demmamussabebonk;Sunny Places;asshole;static;ass;1
Snuff;Disposable Income;Boatnick (So It Goes);asshole;static;ass;2
Snuff;Disposable Income;Coming Through;fuck;static;fuck;3
Snuff;Disposable Income;Dehumanised;fuck;static;fuck;3
Snuff;Disposable Income;Lies;fuck;static;fuck;2
Snuff;Disposable Income;Lies;shit;static;crap;1
Snuff;Disposable Income;Once Upon a Time Far Far Away;fuck;static;fuck;2
Snuff;Flibbiddydibbiddydob;City Baby Attacked by Rats;asshole;static;ass;52
Snuff;Flibbiddydibbiddydob;City Baby Attacked by Rats;damn;static;hell;20
Snuff;Flibbiddydibbiddydob;City Baby Attacked by Rats;fuck;llm;fuck;1
Snuff;Flibbiddydibbiddydob;City Baby Attacked by Rats;shit;static;crap;5
Snuff;Flibbiddydibbiddydob;Do Nothing;asshole;static;ass;1
Snuff;Flibbiddydibbiddydob;Do Nothing;bitch;static;bitch;2
Snuff;Flibbiddydibbiddydob;Do Nothing;damn;static;damn;2
Snuff;Flibbiddydibbiddydob;Do Nothing;fuck;static;fuck;21
Snuff;Flibbiddydibbiddydob;Do Nothing;other;static;piss;1
Snuff;Flibbiddydibbiddydob;Do Nothing;shit;static;shit;5
Snuff;Flibbiddydibbiddydob;Ecstasy;asshole;static;ass;1
Snuff;Flibbiddydibbiddydob;Ecstasy;bitch;static;bitch;9
Snuff;Flibbiddydibbiddydob;Ecstasy;damn;llm;damn;1
Snuff;Flibbiddydibbiddydob;Ecstasy;fuck;static;fuck;9
Snuff;Flibbiddydibbiddydob;Ecstasy;shit;llm;shit;1
Snuff;Flibbiddydibbiddydob;Hazy Shade of Winter;asshole;static;ass;46
Snuff;Flibbiddydibbiddydob;Hazy Shade of Winter;damn;static;hell;2
Snuff;Flibbiddydibbiddydob;In Sickness & In Health;asshole;static;ass;20
Snuff;Flibbiddydibbiddydob;In Sickness & In Health;damn;static;hell;3
Snuff;Flibbiddydibbiddydob;In Sickness & In Health;shit;llm;shit;1
Snuff;Flibbiddydibbiddydob;Rods & Mockers;asshole;static;pic;1
Snuff;Flibbiddydibbiddydob;Rods & Mockers;damn;static;damn;2
Snuff;Flibbiddydibbiddydob;Rods & Mockers;fuck;static;fuck;2
Snuff;Flibbiddydibbiddydob;Rods & Mockers;shit;static;shit;3
Snuff;Greasy Hair Makes Money;Let the Music Play;asshole;static;pic;1
Snuff;Greasy Hair Makes Money;O Sakana Tengoku;bitch;static;bitch;2
Snuff;Greasy Hair Makes Money;O Sakana Tengoku;damn;static;hell;1
Snuff;Greasy Hair Makes Money;O Sakana Tengoku;fuck;static;fuck;2
Snuff;Greasy Hair Makes Money;O Sakana Tengoku;shit;static;shit;2
Snuff;Greasy Hair Makes Money;Rokko Oroshi;asshole;static;ass;1
Snuff;Greasy Hair Makes Money;The Sound of the Underground;asshole;static;ass;6
Snuff;In the Fishtank;Bannanas;asshole;static;ass;1
Snuff;In the Fishtank;Bannanas;bastard;static;bastard;2
Snuff;In the Fishtank;Bannanas;shit;static;shit;1
Snuff;In the Fishtank;C'mon Kids Let's Do the Head Bang;asshole;static;ass;52
Snuff;In the Fishtank;C'mon Kids Let's Do the Head Bang;damn;static;hell;19
Snuff;In the Fishtank;C'mon Kids Let's Do the Head Bang;fuck;llm;fuck;1
Snuff;In the Fishtank;C'mon Kids Let's Do the Head Bang;shit;static;crap;5
Snuff;In the Fishtank;Match of the Day;asshole;static;ass;2
Snuff;In the Fishtank;No Tenemos Bananas;asshole;static;ass;60
Snuff;In the Fishtank;No Tenemos Bananas;bastard;static;bastard;5
Snuff;In the Fishtank;No Tenemos Bananas;bitch;static;bitch;12
Snuff;In the Fishtank;No Tenemos Bananas;damn;static;hell;17
Snuff;In the Fishtank;No Tenemos Bananas;fuck;static;fuck;41
Snuff;In the Fishtank;No Tenemos Bananas;other;static;piss;4
Snuff;In the Fishtank;No Tenemos Bananas;shit;static;shit;23
Snuff;In the Fishtank;Rods 'n' Mockers;asshole;static;ass;227
Snuff;In the Fishtank;Rods 'n' Mockers;bastard;llm;bastard;1
Snuff;In the Fishtank;Rods 'n' Mockers;bitch;llm;bitch;1
Snuff;In the Fishtank;Rods 'n' Mockers;damn;llm;damn;1
Snuff;In the Fishtank;Rods 'n' Mockers;fuck;llm;fuck;1
Snuff;In the Fishtank;Rods 'n' Mockers;shit;static;crap;5
Snuff;In the Fishtank;Vi Har Inge Bananer;asshole;static;ass;2
Snuff;In the Fishtank;Vi Har Inge Bananer;fuck;static;fuck;3
Snuff;In the Fishtank;Vi Har Inge Bananer;shit;static;shit;2
Snuff;In the Fishtank;Wir Haben Keine Bananen;asshole;static;ass;3
Snuff;Numb Nuts;Another Wet Weekend at the Tundra Theme Park;damn;static;damn;2
Snuff;Numb Nuts;Another Wet Weekend at the Tundra Theme Park;other;static;piss;2
Snuff;Numb Nuts;Bottom of the River;fuck;static;fuck;2
Snuff;Numb Nuts;Chalk Me Down for More (remix);asshole;static;ass;19
Snuff;Numb Nuts;Chalk Me Down for More (remix);bitch;static;bitch;16
Snuff;Numb Nuts;Chalk Me Down for More (remix);damn;static;hell;6
Snuff;Numb Nuts;Chalk Me Down for More (remix);fuck;static;fuck;15
Snuff;Numb Nuts;Chalk Me Down for More (remix);other;static;piss;1
Snuff;Numb Nuts;Chalk Me Down for More (remix);shit;static;shit;37
Snuff;Numb Nuts;EFL Vs Concrete;asshole;static;ass;3
Snuff;Numb Nuts;Fuck Off;fuck;static;fuck;3
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;asshole;static;ass;319
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;bastard;llm;bastard;1
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;bitch;static;bitch;2
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;damn;static;hell;23
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;fuck;static;jeb;5
Snuff;Numb Nuts;Hilda Ogden and the Thick Plottens;shit;static;sra;5
Snuff;Numb Nuts;It’s a Long Way Down;asshole;static;ass;2
Snuff;Numb Nuts;It’s a Long Way Down;damn;static;hell;3
Snuff;Numb Nuts;Romeo & Juliet (new version);asshole;static;ass;66
Snuff;Numb Nuts;Romeo & Juliet (new version);bastard;static;bastard;2
Snuff;Numb Nuts;Romeo & Juliet (new version);damn;static;hell;6
Snuff;Numb Nuts;Romeo & Juliet (new version);shit;static;crap;1
Snuff;Numb Nuts;Soup of the Day;shit;static;shit;3
Snuff;Off on the Charabanc;An Arm and a Leg to Kilnsey Crag;asshole;static;ass;5
Snuff;Off on the Charabanc;An Arm and a Leg to Kilnsey Crag;bitch;static;bitch;10
Snuff;Off on the Charabanc;An Arm and a Leg to Kilnsey Crag;damn;static;hell;7
Snuff;Off on the Charabanc;An Arm and a Leg to Kilnsey Crag;fuck;static;fuck;37
Snuff;Off on the Charabanc;An Arm and a Leg to Kilnsey Crag;shit;static;shit;37
Snuff;Off on the Charabanc;Booster;asshole;static;ass;2
Snuff;Off on the Charabanc;Booster;bitch;static;bitch;4
Snuff;Off on the Charabanc;Charabanc;asshole;static;ass;1
Snuff;Off on the Charabanc;Children Get Ready;fuck;llm;fuck;1
Snuff;Off on the Charabanc;Children Get Ready;shit;static;crap;2
Snuff;Off on the Charabanc;Fireball;asshole;static;ass;4
Snuff;Off on the Charabanc;Fireball;bitch;static;bitch;2
Snuff;Off on the Charabanc;Fireball;damn;llm;hell;1
Snuff;Off on the Charabanc;Fireball;fuck;static;fuck;25
Snuff;Off on the Charabanc;Fireball;shit;static;shit;4
