band;album;song;source;word;count
Noir Désir;Veuillez rendre l’âme (à qui elle appartient);Le Fleuve;static;ass;1
Noir Désir;Veuillez rendre l’âme (à qui elle appartient);Les Écorchés;static;ass;3
Noir Désir;Veuillez rendre l’âme (à qui elle appartient);The Wound;static;hell;1
Noir Désir;Veuillez rendre l’âme (à qui elle appartient);The Wound;static;ass;1
Osees;2;Fretting and Fussing;static;ass;231
Osees;2;Fretting and Fussing;static;hell;4
Osees;2;Fretting and Fussing;static;damn;1
Osees;2;Fretting and Fussing;static;pic;8
Osees;2;I Would Drown in Regret;static;ass;13
Osees;2;I Would Drown in Regret;static;hell;1
Osees;2;I Would Drown in Regret;static;pic;2
Osees;2;Intermission;static;ass;231
Osees;2;Intermission;static;hell;4
Osees;2;Intermission;static;damn;1
Osees;2;Intermission;static;pic;8
Osees;2;Killed Yourself;static;fuck;1
Osees;2;Killed Yourself;llm;fuck;
Osees;2;No Bitches on This Train;static;ass;3
Osees;2;No Bitches on This Train;static;damn;1
Osees;2;No Bitches on This Train;static;fuck;5
Osees;2;No Bitches on This Train;static;bitch;3
Osees;2;No Bitches on This Train;static;shit;2
Osees;2;No Bitches on This Train;static;hell;1
Osees;2;No Bitches on This Train;static;dick;1
Osees;2;No Bitches on This Train;static;pic;2
Osees;2;No Bitches on This Train;llm;fuck;
Osees;2;No Bitches on This Train;llm;shit;
Osees;2;No Bitches on This Train;llm;bitch;
Osees;2;No Bitches on This Train;llm;asshole;
Osees;2;No Bitches on This Train;llm;bastard;
Osees;2;No Bitches on This Train;llm;damn;
Osees;2;No Bitches on This Train;llm;hell;
Osees;2;No Bitches on This Train;llm;crap;
Osees;2;No Bitches on This Train;llm;cunt;
Osees;2;No Bitches on This Train;llm;motherfucker;
Osees;2;So I Guess We Can't Hang Out;static;damn;1
Osees;2;So I Guess We Can't Hang Out;static;fuck;1
Osees;2;So I Guess We Can't Hang Out;static;shit;1
Osees;2;So I Guess We Can't Hang Out;llm;fuck;
Osees;2;So I Guess We Can't Hang Out;llm;damn;
Osees;2;You Are 16, I Am High;static;ass;7
Osees;A Foul Form;Frock Block;static;fuck;2
Osees;A Foul Form;Frock Block;static;ass;1
Osees;A Foul Form;Frock Block;static;hell;1
Osees;A Foul Form;Frock Block;llm;fuck;
Osees;A Foul Form;Frock Block;llm;hell;
Osees;A Foul Form;Fucking Kill Me;static;fuck;1
Osees;A Foul Form;Fucking Kill Me;llm;fuck;
Osees;A Foul Form;Funeral Solution;static;fuck;2
Osees;A Foul Form;Funeral Solution;llm;fuck;
Osees;A Foul Form;Funeral Solution;llm;fucking;
Osees;A Foul Form;Perm Act;static;ass;1
Osees;A Foul Form;Social Butt;static;bastard;1
Osees;A Foul Form;Social Butt;static;hell;1
Osees;A Foul Form;Social Butt;static;pic;1
Osees;A Foul Form;Social Butt;llm;bastard;
Osees;A Foul Form;Too Late for Suicide;static;fuck;1
Osees;A Foul Form;Too Late for Suicide;llm;fuck;
Osees;A Weird Exits;Dead Man's Gun;static;ass;2
Osees;A Weird Exits;Plastic Plant;static;hell;1
Osees;A Weird Exits;Plastic Plant;static;ass;1
Osees;ABOMINATION REVEALED AT LAST;ABOMINATION;static;ass;1
Osees;ABOMINATION REVEALED AT LAST;ABOMINATION;static;bastard;1
Osees;ABOMINATION REVEALED AT LAST;ABOMINATION;llm;bastard;
Osees;ABOMINATION REVEALED AT LAST;ASHES 2;static;fuck;3
Osees;ABOMINATION REVEALED AT LAST;ASHES 2;llm;fuck;
Osees;ABOMINATION REVEALED AT LAST;ASHES 2;llm;shit;
Osees;ABOMINATION REVEALED AT LAST;COFFIN WAX;static;ass;1
Osees;ABOMINATION REVEALED AT LAST;FIGHT SIMULATOR;static;fuck;1
Osees;ABOMINATION REVEALED AT LAST;FIGHT SIMULATOR;llm;fuck;
Osees;ABOMINATION REVEALED AT LAST;GLASS WINDOW;static;ass;1
Osees;ABOMINATION REVEALED AT LAST;GLITTER‐SHOT;static;ass;2
Osees;ABOMINATION REVEALED AT LAST;INFECTED CHROME;static;fuck;2
Osees;ABOMINATION REVEALED AT LAST;INFECTED CHROME;static;ass;6
Osees;ABOMINATION REVEALED AT LAST;INFECTED CHROME;llm;fuck;
Osees;ABOMINATION REVEALED AT LAST;INFECTED CHROME;llm;ass;
Osees;ABOMINATION REVEALED AT LAST;INFECTED CHROME;llm;asshole;
Osees;ABOMINATION REVEALED AT LAST;PROTECTION;static;fuck;1
Osees;ABOMINATION REVEALED AT LAST;PROTECTION;llm;fuck;
Osees;An Odd Entrances;You Will Find It Here;static;ass;2
Osees;Carrion Crawler / The Dream;Carrion Crawler;static;pic;2
Osees;Carrion Crawler / The Dream;Crushed Grass;static;ass;4
Osees;Castlemania;Corprophagist (A Bath Perhaps);static;shit;1
Osees;Castlemania;Corprophagist (A Bath Perhaps);llm;shit;
Osees;Castlemania;I Need Seed;static;ass;6
Osees;Dog Poison;The River Rushes (to Screw MD Over);static;fuck;1
Osees;Dog Poison;The River Rushes (to Screw MD Over);llm;fuckers;
Osees;Drop;Penetrating Eye;static;ass;3
Osees;Face Stabber;Fu Xi;static;hell;1
Osees;Face Stabber;Gholü;static;ass;2
Osees;Face Stabber;Gholü;static;fuck;1
Osees;Face Stabber;Gholü;llm;fuck;
Osees;Face Stabber;Heart Worm;static;fuck;4
Osees;Face Stabber;Heart Worm;llm;fuck;
Osees;Face Stabber;Scutum & Scorpius;static;fuck;1
Osees;Face Stabber;Scutum & Scorpius;llm;fuck;
Osees;Face Stabber;The Experimenter;static;damn;1
Osees;Face Stabber;The Experimenter;llm;goddamn;
Osees;Face Stabber;Together Tomorrow;static;fuck;2
Osees;Face Stabber;Together Tomorrow;llm;fuck;
Osees;Help;Destroyed Fortress Reappears;static;pic;1
Osees;Intercepted Message;Always at Night;static;ass;3
Osees;Intercepted Message;Blank Chems;static;bastard;1
Osees;Intercepted Message;Blank Chems;llm;bastard;
Osees;Intercepted Message;Chaos Heart;static;damn;1
Osees;Intercepted Message;Chaos Heart;llm;goddamn;
Osees;Intercepted Message;Goon;static;bastard;1
Osees;Intercepted Message;Goon;llm;bastard;
Osees;Intercepted Message;Intercepted Message;static;cunt;2
Osees;Intercepted Message;Intercepted Message;llm;cunt;
Osees;Intercepted Message;The Fish Needs a Bike;static;fuck;1
Osees;Intercepted Message;The Fish Needs a Bike;llm;fuck;
Osees;Memory of a Cut Off Head;Memory of a Cut Off Head;static;pic;1
Osees;Memory of a Cut Off Head;Neighbor to None;static;ass;1
Osees;Memory of a Cut Off Head;On and On Corridor;static;ass;2
Osees;Memory of a Cut Off Head;The Chopping Block;static;piss;2
Osees;Memory of a Cut Off Head;The Chopping Block;static;hell;1
Osees;Memory of a Cut Off Head;The Chopping Block;llm;hell;
Osees;Memory of a Cut Off Head;The Chopping Block;llm;pissed;
Osees;Metamorphosed;I Got a Lot;static;ass;2
Osees;Metamorphosed;I Got a Lot;static;pic;1
Osees;Metamorphosed;Saignant;static;fuck;1
Osees;Metamorphosed;Saignant;llm;fuck;
Osees;Metamorphosed;Weird and Wasted Connection;static;bastard;1
Osees;Metamorphosed;Weird and Wasted Connection;llm;bastard;
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;fuck;5
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;ass;34
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;bastard;1
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;shit;3
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;hell;6
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;damn;2
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;dick;1
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;crap;1
Osees;OCS 4: Get Stoved;Devil's Last Breath;static;pic;7
Osees;OCS 4: Get Stoved;Devil's Last Breath;llm;fuck;
Osees;OCS 4: Get Stoved;Dreadful Heart;static;shit;1
Osees;OCS 4: Get Stoved;Friends of St. Thomas;static;ass;26
Osees;OCS 4: Get Stoved;Friends of St. Thomas;static;pic;4
Osees;OCS 4: Get Stoved;Friends of St. Thomas;llm;shit;
Osees;OCS 4: Get Stoved;Get Thy Bearings;static;ass;231
Osees;OCS 4: Get Stoved;Get Thy Bearings;static;hell;4
Osees;OCS 4: Get Stoved;Get Thy Bearings;static;damn;1
Osees;OCS 4: Get Stoved;Get Thy Bearings;static;pic;8
Osees;OCS 4: Get Stoved;Harmony & Bells;static;fuck;5
Osees;OCS 4: Get Stoved;Harmony & Bells;static;ass;34
Osees;OCS 4: Get Stoved;Harmony & Bells;static;bastard;1
Osees;OCS 4: Get Stoved;Harmony & Bells;static;shit;3
Osees;OCS 4: Get Stoved;Harmony & Bells;static;hell;6
Osees;OCS 4: Get Stoved;Harmony & Bells;static;damn;2
Osees;OCS 4: Get Stoved;Harmony & Bells;static;dick;1
Osees;OCS 4: Get Stoved;Harmony & Bells;static;crap;1
Osees;OCS 4: Get Stoved;Harmony & Bells;static;pic;7
Osees;OCS 4: Get Stoved;Tower & The Wall;static;ass;11
Osees;OCS 4: Get Stoved;Tower & The Wall;static;bitch;1
Osees;OCS 4: Get Stoved;Tower & The Wall;static;hell;3
Osees;OCS 4: Get Stoved;Tower & The Wall;static;damn;1
Osees;OCS 4: Get Stoved;Tower & The Wall;static;crap;1
Osees;OCS 4: Get Stoved;Tower & The Wall;static;pic;5
Osees;OCS 4: Get Stoved;Tower & The Wall;llm;bitch;
Osees;Orc;Jettisoned;static;hell;2
Osees;Orc;Keys to the Castle;static;ass;1
Osees;Orc;Nite Expo;llm;shit;
Osees;Orc;Nite Expo;llm;damn;
Osees;Panther Rotate;Gong Experiment;static;fuck;1
Osees;Panther Rotate;Gong Experiment;static;ass;1
Osees;Panther Rotate;Gong Experiment;llm;fuck;
Osees;Panther Rotate;If I Had an Experiment;static;damn;4
Osees;Panther Rotate;If I Had an Experiment;llm;goddamn;
Osees;Panther Rotate;Miz Experiment;llm;fuck;
Osees;Panther Rotate;Miz Experiment;llm;shit;
Osees;Panther Rotate;Poem With 2 Horns;static;ass;231
Osees;Panther Rotate;Poem With 2 Horns;static;hell;4
Osees;Panther Rotate;Poem With 2 Horns;static;damn;1
Osees;Panther Rotate;Poem With 2 Horns;static;pic;8
Osees;Protean Threat;Hang a Picture;static;pic;3
Osees;Protean Threat;I Was Denied;static;fuck;3
Osees;Protean Threat;I Was Denied;llm;fuck;
Osees;Protean Threat;If I Had My Way;static;damn;1
Osees;Protean Threat;If I Had My Way;llm;goddamn;
Osees;Protean Threat;It Killed Mom;llm;oh my god;
Osees;Protean Threat;Red Study;static;ass;1
Osees;Protean Threat;Red Study;static;crap;1
Osees;Protean Threat;Red Study;static;fuck;1
Osees;Protean Threat;Red Study;static;pic;1
Osees;Protean Threat;Red Study;llm;fuckin';
Osees;Protean Threat;Said the Shovel;static;fuck;1
Osees;Protean Threat;Said the Shovel;static;ass;1
Osees;Protean Threat;Said the Shovel;llm;fuck;
Osees;Protean Threat;Up Beat Ritual;static;pic;1
Osees;Protean Threat;Up Beat Ritual;llm;shit;
Osees;Putrifiers II;Hang a Picture;static;pic;3
Osees;Putrifiers II;Lupine Dominus;static;ass;2
Osees;Putrifiers II;So Nice;static;ass;1
Osees;Putrifiers II;Wicked Park;static;hell;1
Osees;Smote Reverser;Overthrown;static;fuck;1
Osees;Smote Reverser;Overthrown;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;Bicycle;static;ass;9
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;bitch;1
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;ass;26
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;cunt;1
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;bastard;3
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;damn;5
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;hell;13
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;fuck;3
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;piss;1
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;static;pic;4
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;llm;shit;
Osees;Songs About Death & Dying, Vol. 3;Burning Beauties;llm;asshole;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;static;ass;231
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;static;hell;4
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;static;damn;1
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;static;pic;8
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;shit;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;bitch;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;asshole;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;bastard;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;damn;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;hell;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;crap;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;cunt;
Osees;Songs About Death & Dying, Vol. 3;Greedy Happens;llm;motherfucker;
Osees;Songs About Death & Dying, Vol. 3;Here I Come;static;ass;1
Osees;Songs About Death & Dying, Vol. 3;Here I Come;static;bitch;1
Osees;Songs About Death & Dying, Vol. 3;Here I Come;static;fuck;3
Osees;Songs About Death & Dying, Vol. 3;Here I Come;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;Here I Come;llm;bitch;
Osees;Songs About Death & Dying, Vol. 3;Here I Come;llm;foutre;
Osees;Songs About Death & Dying, Vol. 3;Here I Come;llm;put;
Osees;Songs About Death & Dying, Vol. 3;Hey Kid;static;ass;1
Osees;Songs About Death & Dying, Vol. 3;Hey Kid;llm;shit;
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;static;ass;2
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;static;hell;1
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;static;shit;2
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;static;fuck;1
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;static;pic;1
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;llm;shit;
Osees;Songs About Death & Dying, Vol. 3;If I Had a Reason;llm;crap;
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;bitch;1
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;ass;26
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;cunt;1
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;bastard;3
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;damn;5
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;hell;13
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;fuck;3
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;piss;1
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;static;pic;4
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;llm;fuck;
Osees;Songs About Death & Dying, Vol. 3;Oh No Bloody Nose;llm;shit;
Osees;Songs About Death & Dying, Vol. 3;Rescue;static;ass;3
Osees;Songs About Death & Dying, Vol. 3;Second Date;static;bitch;1
Osees;Songs About Death & Dying, Vol. 3;Second Date;llm;bitch;
Osees;SORCS 80;Also the Gorilla…;static;fuck;3
Osees;SORCS 80;Also the Gorilla…;llm;fuck;
Osees;SORCS 80;Blimp;static;fuck;5
Osees;SORCS 80;Blimp;llm;fuck;
Osees;SORCS 80;Blimp;llm;fucking;
Osees;SORCS 80;Cassius, Brutus & Judas;static;ass;2
Osees;SORCS 80;Cassius, Brutus & Judas;static;fuck;2
Osees;SORCS 80;Cassius, Brutus & Judas;llm;fuck;
Osees;SORCS 80;Cochon d’argent;static;fuck;6
Osees;SORCS 80;Cochon d’argent;llm;fucking;
Osees;SORCS 80;Earthling;static;fuck;1
Osees;SORCS 80;Earthling;llm;fucking;
Osees;SORCS 80;Look at the Sky;static;fuck;10
Osees;SORCS 80;Look at the Sky;llm;fuck;
Osees;SORCS 80;Look at the Sky;llm;fucking;
Osees;SORCS 80;Zipper;static;damn;1
Osees;Sucks Blood;Iceberg;static;ass;1
Osees;Sucks Blood;It Killed Mom;llm;fuck;
Osees;Sucks Blood;It Killed Mom;llm;shit;
Osees;The Cool Death of Island Raiders;The Guilded Cunt;static;cunt;2
Osees;The Cool Death of Island Raiders;The Guilded Cunt;llm;cunt;
Osees;The Cool Death of Island Raiders;We Are Free;static;hell;1
Osees;The Master’s Bedroom Is Worth Spending a Night In;Graveyard Drug Party;static;ass;1
Osees;The Master’s Bedroom Is Worth Spending a Night In;Poison Finger;static;ass;1
Osees;The Master’s Bedroom Is Worth Spending a Night In;Quadrospazzed;llm;fuck;
Osees;The Master’s Bedroom Is Worth Spending a Night In;Quadrospazzed;llm;shit;
Osees;Warm Slime;I Was Denied;static;fuck;3
Osees;Warm Slime;I Was Denied;llm;fuck;
Patti Smith;Banga;Banga;static;shit;1
Patti Smith;Banga;Banga;llm;shit;
Patti Smith;Banga;Constantine's Dream;static;ass;3
Patti Smith;Banga;Maria;static;hell;1
Patti Smith;Banga;Nine;static;ass;1
Patti Smith;Correspondences, Vol. 1;Medea;static;bastard;1
Patti Smith;Correspondences, Vol. 1;Medea;llm;fuck;
Patti Smith;Correspondences, Vol. 1;Medea;llm;shit;
Patti Smith;Correspondences, Vol. 1;Medea;llm;bastard;
Patti Smith;Correspondences, Vol. 1;Medea;llm;damn;
Patti Smith;Correspondences, Vol. 1;Pasolini;static;ass;2
Patti Smith;Correspondences, Vol. 1;Pasolini;static;pic;2
Patti Smith;Correspondences, Vol. 1;Pasolini;llm;fuck;
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;ass;33
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;piss;1
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;hell;5
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;dick;1
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;sra;1
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;static;pic;1
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;llm;fuck;
Patti Smith;Correspondences, Volume Two;Children of Cherbobyl;llm;shit;
Patti Smith;Dream of Life;Looking for You (I Was);static;ass;1
Patti Smith;Dream of Life;People Have the Power;static;ass;1
Patti Smith;Dream of Life;Where Duty Calls;static;ass;2
Patti Smith;Gone Again;Beneath the Southern Cross;static;crap;2
Patti Smith;Gone Again;Farewell Reel;static;ass;2
Patti Smith;Gone Again;Summer Cannibals;static;damn;2
Patti Smith;Gone Again;Summer Cannibals;static;hell;1
Patti Smith;Gone Again;Summer Cannibals;llm;damn;
Patti Smith;Gone Again;Wicked Messenger;static;ass;1
Patti Smith;Gung Ho;Boy Cried Wolf;static;ass;1
Patti Smith;Gung Ho;Glitter in Their Eyes;static;pic;1
Patti Smith;Gung Ho;Gung Ho;static;ass;1
Patti Smith;Gung Ho;Lo and Beholden;static;ass;1
Patti Smith;Gung Ho;New Party;static;ass;1
Patti Smith;Horses;Birdland;static;ass;4
Patti Smith;Horses;Gloria: In Excelsis Deo / Gloria (version);static;ass;57
Patti Smith;Horses;Gloria: In Excelsis Deo / Gloria (version);static;damn;1
Patti Smith;Horses;Gloria: In Excelsis Deo / Gloria (version);static;pic;12
Patti Smith;Horses;Gloria: In Excelsis Deo / Gloria (version);static;sra;1
Patti Smith;Horses;Kimberly;static;ass;2
Patti Smith;Horses;Land: Horses / Land of a Thousand Dances / La Mer (De);static;ass;2
Patti Smith;Horses;Land: Horses / Land of a Thousand Dances / La Mer (De);static;pic;1
Patti Smith;Horses;Redondo Beach;static;pic;1
Patti Smith;Killer Road;Fearfully in Danger (live);static;ass;37
Patti Smith;Killer Road;Fearfully in Danger (live);static;pic;4
Patti Smith;Killer Road;I Will Be Seven (live);static;damn;1
Patti Smith;Killer Road;I Will Be Seven (live);llm;damn;
Patti Smith;Killer Road;The Sphinx (live);static;ass;89
Patti Smith;Killer Road;The Sphinx (live);static;dick;4
Patti Smith;Killer Road;The Sphinx (live);static;hell;56
Patti Smith;Killer Road;The Sphinx (live);static;crap;2
Patti Smith;Killer Road;The Sphinx (live);static;bitch;1
Patti Smith;Killer Road;The Sphinx (live);static;shit;3
Patti Smith;Killer Road;The Sphinx (live);static;piss;1
Patti Smith;Killer Road;The Sphinx (live);static;pic;13
Patti Smith;Killer Road;The Sphinx (live);llm;fuck;
Patti Smith;Killer Road;The Sphinx (live);llm;shit;
Patti Smith;Killer Road;The Sphinx (live);llm;bitch;
Patti Smith;Mummer Love;Eternity;static;ass;1
Patti Smith;Mummer Love;Farewell;static;ass;2
Patti Smith;Mummer Love;Mummer Love;static;ass;5
Patti Smith;Mummer Love;Mummer Love;static;hell;2
Patti Smith;Mummer Love;Mummer Love;static;pic;2
Patti Smith;Mummer Love;Sensation;static;ass;1
Patti Smith;Mummer Love;Song of the Highest Tower;static;ass;33
Patti Smith;Mummer Love;Song of the Highest Tower;static;piss;1
Patti Smith;Mummer Love;Song of the Highest Tower;static;hell;5
Patti Smith;Mummer Love;Song of the Highest Tower;static;dick;1
Patti Smith;Mummer Love;Song of the Highest Tower;static;sra;1
Patti Smith;Mummer Love;Song of the Highest Tower;static;pic;1
Patti Smith;Peace and Noise;1959;static;ass;1
Patti Smith;Peace and Noise;Dead City;static;damn;1
Patti Smith;Peace and Noise;Dead City;llm;damn;
Patti Smith;Peace and Noise;Don't Say Nothing;static;shit;1
Patti Smith;Peace and Noise;Don't Say Nothing;llm;shit;
Patti Smith;Peace and Noise;Spell;static;ass;3
Patti Smith;Peace and Noise;Spell;static;asshole;1
Patti Smith;Peace and Noise;Spell;static;crap;1
Patti Smith;Peace and Noise;Spell;llm;cock;
Patti Smith;Peace and Noise;Spell;llm;asshole;
Patti Smith;Peace and Noise;Spell;llm;buggered;
Patti Smith;Peace and Noise;Whirl Away;static;hell;5
Patti Smith;Peace and Noise;Whirl Away;static;ass;1
Patti Smith;Peradam;Hymn to the Liquid;static;hell;4
Patti Smith;Peradam;Hymn to the Liquid;static;ass;9
Patti Smith;Peradam;Hymn to the Liquid;static;pic;3
Patti Smith;Peradam;Hymn to the Liquid;llm;fuck;
Patti Smith;Peradam;Nanda Devi;static;shit;28
Patti Smith;Peradam;Nanda Devi;static;ass;5
Patti Smith;Peradam;Nanda Devi;llm;shit;
Patti Smith;Peradam;Nanda Devi;llm;putain;
Patti Smith;Peradam;Peradam;llm;shit;
Patti Smith;Peradam;Spiritual Death;llm;damn;
Patti Smith;Peradam;Spiritual Death;llm;hell;
Patti Smith;Peradam;The Four Cardinal Times;static;ass;135
Patti Smith;Peradam;The Four Cardinal Times;static;hell;8
Patti Smith;Peradam;The Four Cardinal Times;static;damn;5
Patti Smith;Peradam;The Four Cardinal Times;static;crap;1
Patti Smith;Peradam;The Four Cardinal Times;static;piss;1
Patti Smith;Peradam;The Four Cardinal Times;static;shit;1
Patti Smith;Peradam;The Four Cardinal Times;static;pic;80
Patti Smith;Peradam;The Four Cardinal Times;static;sra;1
Patti Smith;Peradam;The Rat;static;bitch;1
Patti Smith;Peradam;The Rat;static;fuck;1
Patti Smith;Peradam;The Rat;static;ass;1
Patti Smith;Peradam;The Rat;static;hell;1
Patti Smith;Peradam;The Rat;llm;fuck;
Patti Smith;Peradam;Vera;llm;fuck;
Patti Smith;Peradam;Vera;llm;shit;
Patti Smith;The Peyote Dance;Alienation and Black Magic;static;piss;9
Patti Smith;The Peyote Dance;Alienation and Black Magic;static;ass;11
Patti Smith;The Peyote Dance;Alienation and Black Magic;static;asshole;1
Patti Smith;The Peyote Dance;Alienation and Black Magic;static;shit;1
Patti Smith;The Peyote Dance;Alienation and Black Magic;static;pic;1
Patti Smith;The Peyote Dance;Alienation and Black Magic;llm;fuck;
Patti Smith;The Peyote Dance;Alienation and Black Magic;llm;shit;
Patti Smith;The Peyote Dance;Alienation and Black Magic;llm;asshole;
Patti Smith;The Peyote Dance;Indian Culture;static;ass;33
Patti Smith;The Peyote Dance;Indian Culture;static;piss;1
Patti Smith;The Peyote Dance;Indian Culture;static;hell;5
Patti Smith;The Peyote Dance;Indian Culture;static;dick;1
Patti Smith;The Peyote Dance;Indian Culture;static;sra;1
Patti Smith;The Peyote Dance;Indian Culture;static;pic;1
Patti Smith;The Peyote Dance;Indian Culture;llm;fuck;
Patti Smith;The Peyote Dance;Indian Culture;llm;shit;
Patti Smith;The Peyote Dance;Indian Culture;llm;bitch;
Patti Smith;The Peyote Dance;Indian Culture;llm;asshole;
Patti Smith;The Peyote Dance;Indian Culture;llm;bastard;
Patti Smith;The Peyote Dance;Indian Culture;llm;damn;
Patti Smith;The Peyote Dance;Indian Culture;llm;hell;
Patti Smith;The Peyote Dance;Indian Culture;llm;crap;
Patti Smith;The Peyote Dance;Indian Culture;llm;cunt;
Patti Smith;The Peyote Dance;Indian Culture;llm;motherfucker;
Patti Smith;The Peyote Dance;The New Revelations of Being;static;ass;22
Patti Smith;The Peyote Dance;The New Revelations of Being;static;hell;4
Patti Smith;The Peyote Dance;The New Revelations of Being;static;pic;4
Patti Smith;Trampin’;Gandhi;static;ass;3
Patti Smith;Trampin’;Radio Baghdad;llm;shit;
Patti Smith;Trampin’;Stride of the Mind;static;ass;1
Patti Smith;Trampin’;Stride of the Mind;static;pic;4
Patti Smith;Trampin’;Trespasses;static;ass;4
Patti Smith;Twelve;Smells Like Teen Spirit;static;ass;3
Patti Smith;Twelve;Smells Like Teen Spirit;static;hell;33
Patti Smith;Twelve;Smells Like Teen Spirit;static;pic;1
Patti Smith;Twelve;Smells Like Teen Spirit;llm;fuck;
Patti Smith;Twelve;Smells Like Teen Spirit;llm;shit;
Patti Smith;Twelve;Within You Without You;static;ass;1
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;hell;16
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;crap;3
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;ass;92
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;fuck;16
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;dick;2
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;shit;14
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;bastard;3
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;damn;7
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;bitch;1
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;pic;29
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;static;debil;1
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;llm;fuck;
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;llm;shit;
Peter and the Test Tube Babies;A Foot Full of Bullets;Distorted View;llm;bastard;
Peter and the Test Tube Babies;A Foot Full of Bullets;Driven to Beers;static;ass;73
Peter and the Test Tube Babies;A Foot Full of Bullets;Driven to Beers;static;hell;9
Peter and the Test Tube Babies;A Foot Full of Bullets;Driven to Beers;static;crap;4
Peter and the Test Tube Babies;A Foot Full of Bullets;Driven to Beers;static;bitch;2
