band;album;song;source;word;count;aggregated_word
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;hell;15;damn
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;bastard;2;bastard
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;dick;16;asshole
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;asshole;1;asshole
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;crap;4;shit
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;damn;2;damn
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;static;pic;21;asshole
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;bitch;;bitch
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;asshole;;asshole
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;bastard;;bastard
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;Big Disappointment;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;static;hell;1;damn
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;static;bastard;1;bastard
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;static;ass;7;asshole
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;static;pic;1;asshole
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;llm;devil;;religious
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Bloody Mary;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;Early Grave;static;ass;11;asshole
Peter and the Test Tube Babies;Alien Pubduction;Early Grave;static;pic;2;asshole
Peter and the Test Tube Babies;Alien Pubduction;Intro;static;piss;1;other
Peter and the Test Tube Babies;Alien Pubduction;Intro;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;ass;236;asshole
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;hell;13;damn
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;bitch;1;bitch
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;damn;8;damn
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;pic;81;asshole
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;sra;3;shit
Peter and the Test Tube Babies;Alien Pubduction;Legless;static;jeb;3;fuck
Peter and the Test Tube Babies;Alien Pubduction;Legless;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Legless;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Legless;llm;bitch;;bitch
Peter and the Test Tube Babies;Alien Pubduction;Legless;llm;asshole;;asshole
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;static;damn;2;damn
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;static;hell;10;damn
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;static;ass;34;asshole
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;static;crap;2;shit
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;static;pic;8;asshole
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;Long Way From Home;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;static;hell;1;damn
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;static;bastard;1;bastard
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;static;ass;7;asshole
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;static;pic;1;asshole
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;Sour Grapes;llm;devil;;religious
Peter and the Test Tube Babies;Alien Pubduction;Talk Show;static;shit;1;shit
Peter and the Test Tube Babies;Alien Pubduction;Talk Show;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;hell;9;damn
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;shit;9;shit
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;fuck;10;fuck
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;ass;30;asshole
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;piss;1;other
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;damn;10;damn
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;crap;1;shit
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;asshole;1;asshole
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;static;pic;10;asshole
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;crap;;shit
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;cunt;;asshole
Peter and the Test Tube Babies;Alien Pubduction;The Troublemakers;llm;motherfucker;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;ass;236;asshole
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;hell;13;damn
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;bitch;1;bitch
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;damn;8;damn
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;pic;81;asshole
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;sra;3;shit
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;static;jeb;3;fuck
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;shit;;shit
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;bitch;;bitch
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;asshole;;asshole
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;bastard;;bastard
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;damn;;damn
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;hell;;damn
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;crap;;shit
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;cunt;;asshole
Peter and the Test Tube Babies;Alien Pubduction;Twenty Years;llm;motherfucker;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Why Bother?;static;ass;11;asshole
Peter and the Test Tube Babies;Alien Pubduction;Why Bother?;static;pic;2;asshole
Peter and the Test Tube Babies;Alien Pubduction;Why Bother?;llm;fuck;;fuck
Peter and the Test Tube Babies;Alien Pubduction;Why Bother?;llm;shit;;shit
Peter and the Test Tube Babies;Cringe;Bare Necessities;static;pic;3;asshole
Peter and the Test Tube Babies;Cringe;Cringe;static;piss;2;other
Peter and the Test Tube Babies;Cringe;Cringe;static;cunt;1;asshole
Peter and the Test Tube Babies;Cringe;Cringe;llm;cunt;;asshole
Peter and the Test Tube Babies;Cringe;Cringe;llm;pissed;;other
Peter and the Test Tube Babies;Cringe;Launch 'em Now;static;hell;1;damn
Peter and the Test Tube Babies;Cringe;Launch 'em Now;static;shit;1;shit
Peter and the Test Tube Babies;Cringe;Launch 'em Now;llm;shit;;shit
Peter and the Test Tube Babies;Cringe;Riot;static;ass;3;asshole
Peter and the Test Tube Babies;Cringe;Shit British Tour;static;shit;2;shit
Peter and the Test Tube Babies;Cringe;Shit British Tour;static;ass;1;asshole
Peter and the Test Tube Babies;Cringe;Shit British Tour;static;fuck;1;fuck
Peter and the Test Tube Babies;Cringe;Shit British Tour;llm;shit;;shit
Peter and the Test Tube Babies;Cringe;Shit British Tour;llm;fucking;;fuck
Peter and the Test Tube Babies;Cringe;Shit at It;static;shit;5;shit
Peter and the Test Tube Babies;Cringe;Shit at It;llm;shit;;shit
Peter and the Test Tube Babies;Cringe;Theme From Cringe;static;hell;1;damn
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;ass;236;asshole
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;hell;13;damn
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;bitch;1;bitch
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;damn;8;damn
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;pic;81;asshole
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;sra;3;shit
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);static;jeb;3;fuck
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;fuck;;fuck
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;shit;;shit
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;bitch;;bitch
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;asshole;;asshole
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;bastard;;bastard
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;damn;;damn
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;hell;;damn
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;crap;;shit
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;cunt;;asshole
Peter and the Test Tube Babies;Cringe;Theme From Cringe (Revisited);llm;motherfucker;;fuck
Peter and the Test Tube Babies;Cringe;There's a Penis on My Shoulder;static;hell;1;damn
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;fuck;216;fuck
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;shit;89;shit
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;ass;86;asshole
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;motherfucker;17;fuck
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;hell;10;damn
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;bitch;44;bitch
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;asshole;7;asshole
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;damn;8;damn
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;dick;17;asshole
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;bastard;2;bastard
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;piss;7;other
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;static;pic;12;asshole
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;bitch;;bitch
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;asshole;;asshole
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;bastard;;bastard
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;crap;;shit
Peter and the Test Tube Babies;For a Few Bullets More;A Foot Full of Bullets;llm;motherfucker;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;hell;16;damn
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;crap;3;shit
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;ass;92;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;fuck;16;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;dick;2;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;shit;14;shit
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;bastard;3;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;damn;7;damn
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;bitch;1;bitch
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;pic;29;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;static;debil;1;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Distorted View;llm;bastard;;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;ass;73;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;hell;9;damn
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;crap;4;shit
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;bitch;2;bitch
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;damn;7;damn
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;shit;1;shit
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;dick;76;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;static;pic;21;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Driven to Beers;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Folsom Prison Blues (live);static;damn;2;damn
Peter and the Test Tube Babies;For a Few Bullets More;Folsom Prison Blues (live);static;hell;10;damn
Peter and the Test Tube Babies;For a Few Bullets More;Folsom Prison Blues (live);static;ass;34;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Folsom Prison Blues (live);static;crap;2;shit
Peter and the Test Tube Babies;For a Few Bullets More;Folsom Prison Blues (live);static;pic;8;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Have and Have Nots;static;piss;3;other
Peter and the Test Tube Babies;For a Few Bullets More;Have and Have Nots;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;ass;73;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;hell;9;damn
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;crap;4;shit
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;bitch;2;bitch
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;damn;7;damn
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;shit;1;shit
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;dick;76;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;static;pic;21;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Minor Celebrity;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;hell;9;damn
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;bastard;4;bastard
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;ass;23;asshole
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;crap;2;shit
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;damn;3;damn
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;static;pic;6;asshole
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;My Unlucky Day;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;hell;9;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;bastard;4;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;ass;23;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;crap;2;shit
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;damn;3;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);static;pic;6;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Ring of Fire (live);llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;hell;9;damn
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;shit;9;shit
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;fuck;10;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;ass;30;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;piss;1;other
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;damn;10;damn
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;crap;1;shit
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;asshole;1;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);static;pic;10;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Smiling Through the Tears (Ford Lane mix);llm;crap;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Still Love the Pub;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;ass;7;asshole
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;hell;6;damn
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;bitch;1;bitch
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;damn;2;damn
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;sra;1;shit
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;static;pic;6;asshole
Peter and the Test Tube Babies;For a Few Bullets More;The Mistress;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;ass;174;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;hell;8;damn
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;cunt;5;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;piss;2;other
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;damn;3;damn
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;pic;52;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;static;debil;2;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;bitch;;bitch
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;asshole;;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;bastard;;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;crap;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;cunt;;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Traffic Jam Man;llm;motherfucker;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;ass;118;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;damn;14;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;shit;4;shit
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;bitch;2;bitch
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;hell;16;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;piss;6;other
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;crap;3;shit
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;bastard;3;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;cunt;5;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;fuck;7;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;sra;3;shit
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;pic;11;asshole
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;static;debil;1;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;fuck;;fuck
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;shit;;shit
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;bastard;;bastard
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;damn;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;hell;;damn
Peter and the Test Tube Babies;For a Few Bullets More;Ye Olde Pub Rocker;llm;crap;;shit
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;ass;395;asshole
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;damn;9;damn
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;crap;5;shit
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;hell;11;damn
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;dick;1;asshole
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;pic;97;asshole
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;sra;6;shit
Peter and the Test Tube Babies;Fuctifano;Ain't Missing Her Yet;static;debil;1;bastard
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;ass;48;asshole
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;fuck;5;fuck
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;hell;4;damn
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;shit;1;shit
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;bitch;2;bitch
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;static;pic;1;asshole
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;fuck;;fuck
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;shit;;shit
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;bitch;;bitch
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;asshole;;asshole
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;bastard;;bastard
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;damn;;damn
Peter and the Test Tube Babies;Fuctifano;Facebook Loser;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;ass;73;asshole
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;hell;9;damn
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;crap;4;shit
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;bitch;2;bitch
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;damn;7;damn
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;shit;1;shit
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;dick;76;asshole
Peter and the Test Tube Babies;Fuctifano;Gravy Train;static;pic;21;asshole
Peter and the Test Tube Babies;Fuctifano;Gravy Train;llm;shit;;shit
Peter and the Test Tube Babies;Fuctifano;Gravy Train;llm;damn;;damn
Peter and the Test Tube Babies;Fuctifano;Gravy Train;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Gravy Train;llm;goddamnit;;damn
Peter and the Test Tube Babies;Fuctifano;Hell to Pay;static;hell;16;damn
Peter and the Test Tube Babies;Fuctifano;Hell to Pay;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Hell to Pay;llm;bloody;;violence
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;ass;73;asshole
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;hell;9;damn
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;crap;4;shit
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;bitch;2;bitch
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;damn;7;damn
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;shit;1;shit
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;dick;76;asshole
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;static;pic;21;asshole
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;llm;fuck;;fuck
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;llm;shit;;shit
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;llm;damn;;damn
Peter and the Test Tube Babies;Fuctifano;Liver's Lament;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Liver's Lament (reprise);static;ass;47;asshole
Peter and the Test Tube Babies;Fuctifano;Liver's Lament (reprise);static;hell;1;damn
Peter and the Test Tube Babies;Fuctifano;Liver's Lament (reprise);static;pic;17;asshole
Peter and the Test Tube Babies;Fuctifano;Punched Awake;static;damn;2;damn
Peter and the Test Tube Babies;Fuctifano;Punched Awake;static;hell;10;damn
Peter and the Test Tube Babies;Fuctifano;Punched Awake;static;ass;34;asshole
Peter and the Test Tube Babies;Fuctifano;Punched Awake;static;crap;2;shit
Peter and the Test Tube Babies;Fuctifano;Punched Awake;static;pic;8;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;fuck;216;fuck
